Power                   Time
296.2327522604082	0.256
296.2327522604082	0.268
296.2327522604082	0.28
296.2327522604082	0.292
296.2327522604082	0.304
296.2327522604082	0.316
296.2327522604082	0.328
296.2327522604082	0.34
296.2327522604082	0.352
296.2327522604082	0.364
296.2327522604082	0.376
296.2327522604082	0.388
296.2327522604082	0.4
296.2327522604082	0.412
296.2327522604082	0.424
296.2327522604082	0.436
296.2327522604082	0.448
296.2327522604082	0.46
296.2327522604082	0.472
296.2327522604082	0.484
296.2327522604082	0.496
296.2327522604082	0.508
296.2327522604082	0.52
296.2327522604082	0.532
296.2327522604082	0.544
296.2327522604082	0.556
296.2327522604082	0.568
296.2327522604082	0.58
296.2327522604082	0.592
296.2327522604082	0.604
296.2327522604082	0.616
296.2327522604082	0.628
296.2327522604082	0.64
296.2327522604082	0.652
296.2327522604082	0.664
296.2327522604082	0.676
296.2327522604082	0.688
296.2327522604082	0.7
296.2327522604082	0.712
296.2327522604082	0.724
296.2327522604082	0.736
296.2327522604082	0.748
296.2327522604082	0.76
296.2327522604082	0.772
296.2327522604082	0.784
296.2327522604082	0.796
296.2327522604082	0.808
296.2327522604082	0.82
296.2327522604082	0.832
296.2327522604082	0.844
296.2327522604082	0.856
296.2327522604082	0.868
296.2327522604082	0.88
296.2327522604082	0.892
296.2327522604082	0.904
296.2327522604082	0.916
296.2327522604082	0.928
296.2327522604082	0.94
296.2327522604082	0.952
296.2327522604082	0.964
296.2327522604082	0.976
296.2327522604082	0.988
296.2327522604082	1.0
296.2327522604082	1.012
296.2327522604082	1.024
296.2327522604082	1.036
296.2327522604082	1.048
296.2327522604082	1.06
296.2327522604082	1.072
296.2327522604082	1.084
296.2327522604082	1.096
296.2327522604082	1.108
296.2327522604082	1.12
296.2327522604082	1.132
296.2327522604082	1.144
296.2327522604082	1.156
296.2327522604082	1.168
296.2327522604082	1.18
296.2327522604082	1.192
296.2327522604082	1.204
296.2327522604082	1.216
296.2327522604082	1.228
296.2327522604082	1.24
296.2327522604082	1.252
296.2327522604082	1.264
296.2327522604082	1.276
296.2327522604082	1.288
296.2327522604082	1.3
296.2327522604082	1.312
296.2327522604082	1.324
296.2327522604082	1.336
296.2327522604082	1.348
296.2327522604082	1.36
296.2327522604082	1.372
296.2327522604082	1.384
296.2327522604082	1.396
296.2327522604082	1.408
296.2327522604082	1.42
296.2327522604082	1.432
296.2327522604082	1.444
296.2327522604082	1.456
296.2327522604082	1.468
296.2327522604082	1.48
296.2327522604082	1.492
296.2327522604082	1.504
296.2327522604082	1.516
296.2327522604082	1.528
296.2327522604082	1.54
296.2327522604082	1.552
296.2327522604082	1.564
296.2327522604082	1.576
296.2327522604082	1.588
296.2327522604082	1.6
296.2327522604082	1.612
296.2327522604082	1.624
296.2327522604082	1.636
296.2327522604082	1.648
296.2327522604082	1.66
296.2327522604082	1.672
296.2327522604082	1.684
296.2327522604082	1.696
296.2327522604082	1.708
296.2327522604082	1.72
296.2327522604082	1.732
296.2327522604082	1.744
296.2327522604082	1.756
296.2327522604082	1.768
296.2327522604082	1.78
296.2327522604082	1.792
296.2327522604082	1.804
296.2327522604082	1.816
296.2327522604082	1.828
296.2327522604082	1.84
296.2327522604082	1.852
296.2327522604082	1.864
296.2327522604082	1.876
296.2327522604082	1.888
296.2327522604082	1.9
296.2327522604082	1.912
296.2327522604082	1.924
296.2327522604082	1.936
296.2327522604082	1.948
296.2327522604082	1.96
296.2327522604082	1.972
296.2327522604082	1.984
296.2327522604082	1.996
296.2327522604082	2.008
296.2327522604082	2.02
296.2327522604082	2.032
296.2327522604082	2.044
296.2327522604082	2.056
296.5948251519821	2.068
297.00034269379137	2.08
297.44912270276666	2.092
297.9403503613157	2.104
298.47285173517747	2.116
299.0454663636591	2.128
299.6574940926583	2.14
300.3091262843368	2.152
301.00175468591385	2.164
301.73815186729996	2.176
302.52258877946383	2.188
303.3608439133024	2.2
304.260059850788	2.212
305.22839629317474	2.224
306.27454202175636	2.236
307.40713820259776	2.248
308.63412714198984	2.26
309.9621305307271	2.272
